,subject,condition,encode_phase,response_phase,prop,mem_prop
401,106,CS+,acquisition,extinction,0.0,0.0
402,106,CS+,extinction,baseline,0.4166666666666667,0.3333333333333333
403,106,CS+,extinction,acquisition,0.4583333333333333,0.6666666666666666
404,106,CS+,extinction,extinction,0.125,0.0
405,106,CS-,baseline,baseline,0.2916666666666667,0.3
406,106,CS-,baseline,acquisition,0.5,0.6
407,106,CS-,baseline,extinction,0.20833333333333331,0.1
408,106,CS-,acquisition,baseline,0.4166666666666667,0.6666666666666666
409,106,CS-,acquisition,acquisition,0.25,0.0
410,106,CS-,acquisition,extinction,0.3333333333333333,0.3333333333333333
411,106,CS-,extinction,baseline,0.20833333333333331,0.2
412,106,CS-,extinction,acquisition,0.20833333333333331,0.2
413,106,CS-,extinction,extinction,0.5833333333333334,0.6
414,107,CS+,baseline,baseline,0.3333333333333333,0.3333333333333333
415,107,CS+,baseline,acquisition,0.4166666666666667,0.5833333333333334
416,107,CS+,baseline,extinction,0.25,0.08333333333333333
417,107,CS+,acquisition,baseline,0.3333333333333333,0.26666666666666666
418,107,CS+,acquisition,acquisition,0.3333333333333333,0.5333333333333333
419,107,CS+,acquisition,extinction,0.3333333333333333,0.2
420,107,CS+,extinction,baseline,0.3333333333333333,0.2857142857142857
421,107,CS+,extinction,acquisition,0.5,0.6428571428571429
422,107,CS+,extinction,extinction,0.16666666666666666,0.07142857142857142
423,107,CS-,baseline,baseline,0.2916666666666667,0.2307692307692308
424,107,CS-,baseline,acquisition,0.25,0.4615384615384616
425,107,CS-,baseline,extinction,0.4583333333333333,0.3076923076923077
426,107,CS-,acquisition,baseline,0.4583333333333333,0.2857142857142857
427,107,CS-,acquisition,acquisition,0.4166666666666667,0.7142857142857143
428,107,CS-,acquisition,extinction,0.125,0.0
429,107,CS-,extinction,baseline,0.4583333333333333,0.5
430,107,CS-,extinction,acquisition,0.2916666666666667,0.375
431,107,CS-,extinction,extinction,0.25,0.125
432,108,CS+,baseline,baseline,0.25,0.16666666666666666
433,108,CS+,baseline,acquisition,0.2916666666666667,0.2777777777777778
434,108,CS+,baseline,extinction,0.4583333333333333,0.5555555555555556
435,108,CS+,acquisition,baseline,0.16666666666666666,0.08333333333333333
436,108,CS+,acquisition,acquisition,0.4166666666666667,0.4166666666666667
437,108,CS+,acquisition,extinction,0.4166666666666667,0.5
438,108,CS+,extinction,baseline,0.2916666666666667,0.2222222222222222
439,108,CS+,extinction,acquisition,0.375,0.1111111111111111
